,model_name,dataset_path,dataset_name,task_type,batch_size,metric,model,target_dataset,runtime,score
0,eren23/pneumonia_test_attempt,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,eren23/pneumonia_test_attempt,cifar100,150.38281679153442,1.1269629176509253
1,eren23/pneumonia_test_attempt,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,eren23/pneumonia_test_attempt,cifar100,150.69352078437805,39.77010877369223
0,eslamxm/vit-base-food101,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,eslamxm/vit-base-food101,cifar100,149.8908462524414,0.9978540004758634
1,eslamxm/vit-base-food101,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,eslamxm/vit-base-food101,cifar100,150.18196034431458,22.811940794565093
0,flyswot/test,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,flyswot/test,cifar100,65.56805896759033,0.9488425599055864
1,flyswot/test,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,flyswot/test,cifar100,65.38265490531921,12.459748137753518
0,facebook/deit-tiny-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-tiny-patch16-224,cifar100,71.25114727020264,0.9481801217036496
1,facebook/deit-tiny-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-tiny-patch16-224,cifar100,71.03081917762756,12.34787614538174
0,facebook/deit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-base-patch16-224,cifar100,148.52987694740295,1.0409423445534953
1,facebook/deit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-base-patch16-224,cifar100,148.41858792304993,29.225982304678414
0,firas-spanioli/beer-whisky-wine-detection,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firas-spanioli/beer-whisky-wine-detection,cifar100,147.53586220741272,1.1013847668039487
1,firas-spanioli/beer-whisky-wine-detection,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,firas-spanioli/beer-whisky-wine-detection,cifar100,147.40459632873535,36.99380414936434
0,gatecitypreservation/architectural_styles,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,gatecitypreservation/architectural_styles,cifar100,152.75733065605164,1.08306053173423
1,gatecitypreservation/architectural_styles,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,gatecitypreservation/architectural_styles,cifar100,152.79015111923218,34.644743439373855
0,firebolt/llama_or_what,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firebolt/llama_or_what,cifar100,152.34366011619568,1.1150019391243078
1,firebolt/llama_or_what,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,firebolt/llama_or_what,cifar100,152.29329919815063,38.3758888824369
0,firebolt/llama_or_what2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firebolt/llama_or_what2,cifar100,150.3003695011139,1.0627390545611761
1,firebolt/llama_or_what2,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,firebolt/llama_or_what2,cifar100,150.21463465690613,31.886972768151367
0,ferdinand/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ferdinand/rare-puppers,cifar100,147.8667769432068,1.1112058561084535
1,ferdinand/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ferdinand/rare-puppers,cifar100,147.678053855896,37.95080018883337
0,godiec/diam,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,godiec/diam,cifar100,153.51854252815247,1.0079841914147611
1,godiec/diam,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,godiec/diam,cifar100,153.43240690231323,24.294552754976927
0,filipafcastro/beer_vs_wine,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,filipafcastro/beer_vs_wine,cifar100,152.75460624694824,1.0934055225581345
1,filipafcastro/beer_vs_wine,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,filipafcastro/beer_vs_wine,cifar100,152.6849172115326,35.929922171066735
0,google/vit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,google/vit-base-patch16-224,cifar100,144.93928241729736,1.1485438138235486
1,google/vit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,google/vit-base-patch16-224,cifar100,145.23206543922424,42.17169322251932
0,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,128.38263940811157,0.9773233831798325
1,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,128.61846137046814,19.925229952843765
0,google/vit-base-patch32-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,google/vit-base-patch32-384,cifar100,127.71084475517273,1.1304643459877866
1,google/vit-base-patch32-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,google/vit-base-patch32-384,cifar100,128.05293107032776,40.28686538146714
0,hafidber/fruits,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,hafidber/fruits,cifar100,151.73221731185913,1.0327116799980605
1,hafidber/fruits,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,hafidber/fruits,cifar100,151.58026790618896,27.99874691461008
0,hafidber/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,hafidber/rare-puppers,cifar100,150.1522970199585,1.122006884344503
1,hafidber/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,hafidber/rare-puppers,cifar100,150.51554656028748,39.2575227726211
0,hgarg/indian-snacks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,hgarg/indian-snacks,cifar100,153.09421467781067,1.102544733765905
1,hgarg/indian-snacks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,hgarg/indian-snacks,cifar100,153.0621314048767,37.02360980172642
0,ibombonato/swin-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ibombonato/swin-age-classifier,cifar100,122.13837599754333,0.9602088834440203
1,ibombonato/swin-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ibombonato/swin-age-classifier,cifar100,121.81020998954773,16.871304757832164
0,hgarg/fruits,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,hgarg/fruits,cifar100,148.2699065208435,1.0535925996587137
1,hgarg/fruits,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,hgarg/fruits,cifar100,148.58993244171143,30.87829734052449
0,iyzg/computer-stuff,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,iyzg/computer-stuff,cifar100,153.43398189544678,1.029186873216194
1,iyzg/computer-stuff,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,iyzg/computer-stuff,cifar100,153.29810047149658,27.336055796598956
0,imjeffhi/pokemon_classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,imjeffhi/pokemon_classifier,cifar100,148.18994116783142,1.0098509471033144
1,imjeffhi/pokemon_classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,imjeffhi/pokemon_classifier,cifar100,148.2514932155609,24.73651465609641
0,ismgar01/vit-base-cats-vs-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ismgar01/vit-base-cats-vs-dogs,cifar100,150.4301998615265,1.0348846888458227
1,ismgar01/vit-base-cats-vs-dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ismgar01/vit-base-cats-vs-dogs,cifar100,150.25415563583374,28.086928927822477
0,ipvikas/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ipvikas/rare-puppers,cifar100,151.57131552696228,1.1195905583042813
1,ipvikas/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ipvikas/rare-puppers,cifar100,151.42823004722595,38.92959511279486
0,ibombonato/vit-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ibombonato/vit-age-classifier,cifar100,147.73312282562256,1.1359923697977015
1,ibombonato/vit-age-classifier,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ibombonato/vit-age-classifier,cifar100,147.56983733177185,40.692586645025074
0,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,cifar100,152.672865152359,1.024322012414985
1,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,cifar100,152.54990077018738,26.595781170263432
0,jasmeen/dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jasmeen/dogs,cifar100,152.939284324646,1.1104265735996401
1,jasmeen/dogs,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jasmeen/dogs,cifar100,152.84696769714355,37.82282566180436
0,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,128.8006043434143,0.9782313749986238
1,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,129.0367350578308,19.952973985486295
0,jadohu/BEiT-finetuned,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jadohu/BEiT-finetuned,cifar100,153.06080675125122,1.1586449063062663
1,jadohu/BEiT-finetuned,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jadohu/BEiT-finetuned,cifar100,153.34279322624207,43.713140848180785
0,jeffboudier/vision-transformers-spain-or-italy-fan,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jeffboudier/vision-transformers-spain-or-italy-fan,cifar100,146.71811437606812,1.1362196024768791
1,jeffboudier/vision-transformers-spain-or-italy-fan,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jeffboudier/vision-transformers-spain-or-italy-fan,cifar100,146.97773838043213,40.84859141189726
0,jjhoffstein/lotr,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jjhoffstein/lotr,cifar100,151.53810811042786,1.12546026188472
1,jjhoffstein/lotr,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jjhoffstein/lotr,cifar100,151.24913549423218,39.73125483693325
0,jmarshall/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jmarshall/rare-puppers,cifar100,149.90027904510498,1.124409313522226
1,jmarshall/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jmarshall/rare-puppers,cifar100,150.21009349822998,39.53723553402993
0,lysandre/tiny-vit-random,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lysandre/tiny-vit-random,cifar100,53.85614848136902,0.8944665321168225
1,lysandre/tiny-vit-random,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lysandre/tiny-vit-random,cifar100,53.82468318939209,1.2915059700533114
0,google/vit-large-patch32-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,google/vit-large-patch32-384,cifar100,367.25040912628174,1.172385165210523
1,google/vit-large-patch32-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,google/vit-large-patch32-384,cifar100,371.7916028499603,45.90005446304069
0,johnnydevriese/vit_beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit_beans,cifar100,152.3907277584076,1.0872725863164
1,johnnydevriese/vit_beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit_beans,cifar100,152.24471020698547,35.040739550854056
0,johnnydevriese/vit-airplanes,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit-airplanes,cifar100,148.61748147010803,0.9669793691979822
1,johnnydevriese/vit-airplanes,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit-airplanes,cifar100,148.89839434623718,17.675423653697106
0,juanfiguera/ice_cream,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,juanfiguera/ice_cream,cifar100,147.80355286598206,1.1415160648890827
1,juanfiguera/ice_cream,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,juanfiguera/ice_cream,cifar100,147.49528884887695,41.515475324035975
0,facebook/deit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-base-patch16-384,cifar100,498.07804775238037,1.0268187145167151
1,facebook/deit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-base-patch16-384,cifar100,498.0154461860657,27.288347076426398
0,karthiksv/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-beans,cifar100,149.00713849067688,1.1585490552044693
1,karthiksv/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-beans,cifar100,148.86159944534302,43.3015231200007
0,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,150.82888388633728,1.1583457236164971
1,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,cifar100,150.77269506454468,43.239254275215444
0,lewtun/oz-fauna,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lewtun/oz-fauna,cifar100,152.7693862915039,1.0579461052014174
1,lewtun/oz-fauna,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lewtun/oz-fauna,cifar100,152.57885360717773,31.161954053819517
0,karthiksv/vit-base-patch16-224-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-cifar10,cifar100,152.0456507205963,1.1584116573555108
1,karthiksv/vit-base-patch16-224-cifar10,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-cifar10,cifar100,152.00177836418152,43.32050121488814
0,julien-c/hotdog-not-hotdog,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,julien-c/hotdog-not-hotdog,cifar100,146.84210205078125,1.127135569360291
1,julien-c/hotdog-not-hotdog,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,julien-c/hotdog-not-hotdog,cifar100,146.72330904006958,39.94249283946312
0,google/vit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,google/vit-base-patch16-384,cifar100,483.9806444644928,1.1168348719305299
1,google/vit-base-patch16-384,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,google/vit-base-patch16-384,cifar100,484.29805612564087,38.560821586277385
0,google/vit-large-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,google/vit-large-patch16-224,cifar100,468.50052857398987,1.1281321090929453
1,google/vit-large-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,google/vit-large-patch16-224,cifar100,473.0932207107544,41.25617557139526
0,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,125.27803611755371,0.9706630922916598
1,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,125.18548798561096,18.71006118624146
0,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,124.9972460269928,0.9552052473402797
1,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,cifar100,125.23941111564636,16.096274782917753
0,meame2010/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,meame2010/rare-puppers,cifar100,150.2121434211731,1.0753005862588774
1,meame2010/rare-puppers,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,meame2010/rare-puppers,cifar100,150.56582617759705,33.52038615962076
0,matteopilotto/vit-base-patch16-224-in21k-snacks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,matteopilotto/vit-base-patch16-224-in21k-snacks,cifar100,144.90881443023682,1.0837228784424129
1,matteopilotto/vit-base-patch16-224-in21k-snacks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,matteopilotto/vit-base-patch16-224-in21k-snacks,cifar100,145.19280219078064,34.60187551574634
0,micole66/dwarf-goats,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,micole66/dwarf-goats,cifar100,150.12819457054138,1.1354411484191362
1,micole66/dwarf-goats,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,micole66/dwarf-goats,cifar100,150.46734309196472,40.726131883711545
0,microsoft/beit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224,cifar100,157.15113067626953,1.1325013731356353
1,microsoft/beit-base-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224,cifar100,157.01711535453796,40.59579253150489
0,microsoft/beit-base-patch16-224-pt22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k,cifar100,156.73493027687073,0.934205163922087
1,microsoft/beit-base-patch16-224-pt22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k,cifar100,156.9886314868927,12.422068238490787
0,microsoft/beit-base-patch16-224-pt22k-ft22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k-ft22k,cifar100,157.51211786270142,1.1288821434914826
1,microsoft/beit-base-patch16-224-pt22k-ft22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k-ft22k,cifar100,157.77740907669067,40.28287582666205
0,microsoft/swin-tiny-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-tiny-patch4-window7-224,cifar100,124.35571479797363,1.0252130122713494
1,microsoft/swin-tiny-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-tiny-patch4-window7-224,cifar100,124.3937041759491,27.048342208013153
0,mmgyorke/vit-world-landmarks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mmgyorke/vit-world-landmarks,cifar100,149.62532138824463,1.0851355606785298
1,mmgyorke/vit-world-landmarks,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mmgyorke/vit-world-landmarks,cifar100,149.5973823070526,34.868450365772695
0,microsoft/swin-base-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224,cifar100,222.5686321258545,1.150025879934855
1,microsoft/swin-base-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224,cifar100,225.43518257141113,43.52361226886995
0,mmekias/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mmekias/vit-base-beans,cifar100,149.62664580345154,1.1192386696592262
1,mmekias/vit-base-beans,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mmekias/vit-base-beans,cifar100,149.96534848213196,38.886043072644284
0,microsoft/swin-base-patch4-window7-224-in22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224-in22k,cifar100,229.6646866798401,1.1556604848591467
1,microsoft/swin-base-patch4-window7-224-in22k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224-in22k,cifar100,232.4841272830963,44.21088099034522
0,microsoft/swin-small-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-small-patch4-window7-224,cifar100,180.59595012664795,1.0517564020132268
1,microsoft/swin-small-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-small-patch4-window7-224,cifar100,180.93619441986084,30.749445186200248
0,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,cifar100,149.24993062019348,1.1455555645889512
1,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,cifar100,149.53481459617615,41.84643449950465
0,mrm8488/data2vec-base-finetuned-imagenet1k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/data2vec-base-finetuned-imagenet1k,cifar100,156.69253182411194,1.025460687757007
1,mrm8488/data2vec-base-finetuned-imagenet1k,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/data2vec-base-finetuned-imagenet1k,cifar100,157.04179787635803,28.311926322341613
0,nateraw/baked-goods,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baked-goods,cifar100,153.0765368938446,1.1050868331430477
1,nateraw/baked-goods,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baked-goods,cifar100,152.99060010910034,37.378867511110485
0,nateraw/doggos-lol,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/doggos-lol,cifar100,150.23370385169983,1.101001776398066
1,nateraw/doggos-lol,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/doggos-lol,cifar100,150.05633544921875,36.83701702116586
0,nateraw/denver-nyc-paris,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/denver-nyc-paris,cifar100,147.99586963653564,1.1067454489941
1,nateraw/denver-nyc-paris,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/denver-nyc-paris,cifar100,147.98427963256836,37.48155108786363
0,nateraw/baseball-stadium-foods,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baseball-stadium-foods,cifar100,149.78573894500732,1.0618779489081218
1,nateraw/baseball-stadium-foods,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baseball-stadium-foods,cifar100,150.05332374572754,31.909139572766787
0,microsoft/beit-large-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224,cifar100,490.0485167503357,1.2154907260606458
1,microsoft/beit-large-patch16-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224,cifar100,492.907915353775,50.102297801123065
0,microsoft/swin-large-patch4-window7-224,cifar100,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224,cifar100,358.971697807312,1.1987460338829634
